latitude;longitude;altitude;;;;
54.5785833333,;-1.2363733333,;80;;;;
54.5785633333,;-1.236385,;80;;;;
54.57853,;-1.2363916667,;80;;;;
54.5784983333,;-1.2363916667,;80;;;;
54.5784683333,;-1.23639,;80;;;;
54.5784416667,;-1.236385,;80;;;;
54.5784166667,;-1.2363766667,;80;;;;
54.57841,;-1.2363633333,;80;;;;
54.5783983333,;-1.2363566667,;80;;;;
54.5784,;-1.23636,;80;;;;
54.578405,;-1.23637,;80;;;;
54.5784083333,;-1.2363666667,;80;;;;
54.5784,;-1.2363683333,;80;;;;
54.57839,;-1.2363733333,;80;;;;
54.5783866667,;-1.2363766667,;80;;;;
54.5783866667,;-1.2363733333,;80;;;;
54.5783783333,;-1.236375,;80;;;;
54.5783616667,;-1.236365,;80;;;;
54.578335,;-1.23637,;80;;;;
54.57831,;-1.2363783333,;80;;;;
54.5782783333,;-1.2363966667,;80;;;;
54.5782566667,;-1.236405,;80;;;;
54.5782166667,;-1.2364166667,;80;;;;
54.57818,;-1.23642,;80;;;;
54.5781516667,;-1.236415,;80;;;;
54.57813,;-1.236425,;80;;;;
54.578105,;-1.2364333333,;80;;;;
54.578085,;-1.2364383333,;80;;;;
54.5780583333,;-1.2364433333,;80;;;;
54.578035,;-1.236445,;80;;;;
54.5780116667,;-1.23645,;80;;;;
54.5779833333,;-1.2364583333,;80;;;;
54.5779566667,;-1.2364733333,;80;;;;
54.5779316667,;-1.2364866667,;80;;;;
54.57791,;-1.23649,;80;;;;
54.5778883333,;-1.2364933333,;80;;;;
54.5778666667,;-1.2364933333,;80;;;;
54.5778483333,;-1.2364983333,;80;;;;
54.5778283333,;-1.2365016667,;80;;;;
54.5778133333,;-1.2365033333,;80;;;;
54.5777966667,;-1.2365066667,;80;;;;
54.5777766667,;-1.23651,;80;;;;
54.5777566667,;-1.2365066667,;80;;;;
54.577735,;-1.2365033333,;80;;;;
54.5777116667,;-1.2365033333,;80;;;;
54.5776883333,;-1.2365083333,;80;;;;
54.5776633333,;-1.2365116667,;80;;;;
54.5776383333,;-1.2365116667,;80;;;;
54.5776133333,;-1.23652,;80;;;;
54.5775916667,;-1.2365266667,;80;;;;
54.5775683333,;-1.2365283333,;80;;;;
54.5775466667,;-1.2365283333,;80;;;;
54.5775283333,;-1.2365266667,;80;;;;
54.5775116667,;-1.2365216667,;80;;;;
54.577495,;-1.2365216667,;80;;;;
54.5774766667,;-1.2365216667,;80;;;;
54.5774616667,;-1.2365283333,;80;;;;
54.5774466667,;-1.23653,;80;;;;
54.57743,;-1.2365316667,;80;;;;
54.5774116667,;-1.23653,;80;;;;
54.5773916667,;-1.23653,;80;;;;
54.577375,;-1.23653,;80;;;;
54.5773566667,;-1.2365366667,;80;;;;
54.57734,;-1.2365433333,;80;;;;
54.577325,;-1.2365466667,;80;;;;
54.5773116667,;-1.236555,;80;;;;
54.5772966667,;-1.2365583333,;80;;;;
54.5772816667,;-1.2365616667,;80;;;;
54.577265,;-1.236575,;80;;;;
54.57725,;-1.2365833333,;80;;;;
54.5772316667,;-1.236605,;80;;;;
54.5772066667,;-1.236625,;80;;;;
54.57719,;-1.2366383333,;80;;;;
54.5771683333,;-1.2366416667,;80;;;;
54.57715,;-1.2366433333,;80;;;;
54.5771283333,;-1.23664,;80;;;;
54.5771183333,;-1.2366466667,;80;;;;
54.5771066667,;-1.2366516667,;80;;;;
54.577095,;-1.2366516667,;80;;;;
54.5770833333,;-1.2366566667,;80;;;;
54.5770766667,;-1.2366533333,;80;;;;
54.5770633333,;-1.2366533333,;80;;;;
54.5770516667,;-1.2366533333,;80;;;;
54.57704,;-1.2366616667,;80;;;;
54.5770233333,;-1.2366716667,;80;;;;
54.577005,;-1.2366783333,;80;;;;
54.5769783333,;-1.2366883333,;80;;;;
54.5769616667,;-1.2366866667,;80;;;;
54.5769516667,;-1.2366816667,;80;;;;
54.5769333333,;-1.23667,;80;;;;
54.5768983333,;-1.23667,;80;;;;
54.5768866667,;-1.2366733333,;80;;;;
54.5768666667,;-1.2366933333,;80;;;;
54.576845,;-1.2367083333,;80;;;;
54.5768183333,;-1.236715,;80;;;;
54.5767966667,;-1.236705,;80;;;;
54.5767766667,;-1.2366916667,;80;;;;
54.5767,;-1.236725,;80;;;;
54.5766666667,;-1.2367366667,;80;;;;
54.57664,;-1.23675,;80;;;;
54.576615,;-1.2367633333,;80;;;;
54.5765916667,;-1.2367716667,;80;;;;
54.576565,;-1.2367816667,;80;;;;
54.5765383333,;-1.23679,;80;;;;
54.576515,;-1.2368033333,;80;;;;
54.5764883333,;-1.2368183333,;80;;;;
54.57646,;-1.2368383333,;80;;;;
54.5764083333,;-1.23688,;80;;;;
54.5763883333,;-1.2368966667,;80;;;;
54.5763616667,;-1.2369,;80;;;;
54.5763366667,;-1.2369,;80;;;;
54.5763116667,;-1.2369,;80;;;;
54.5762883333,;-1.2368983333,;80;;;;
54.5762683333,;-1.236895,;80;;;;
54.576245,;-1.2368916667,;80;;;;
54.576225,;-1.2368916667,;80;;;;
54.5762083333,;-1.2368983333,;80;;;;
54.57619,;-1.2369083333,;80;;;;
54.57617,;-1.236915,;80;;;;
54.57615,;-1.2369216667,;80;;;;
54.5761266667,;-1.236935,;80;;;;
54.5760983333,;-1.2369416667,;80;;;;
54.5760733333,;-1.23696,;80;;;;
54.5760416667,;-1.2369833333,;80;;;;
54.5760083333,;-1.2370183333,;80;;;;
54.575975,;-1.2370433333,;80;;;;
54.5759433333,;-1.2370683333,;80;;;;
54.57591,;-1.2370866667,;80;;;;
54.5758766667,;-1.2370866667,;80;;;;
54.5758433333,;-1.2370883333,;80;;;;
54.57581,;-1.23709,;80;;;;
54.5757733333,;-1.2371033333,;80;;;;
54.575745,;-1.2371133333,;80;;;;
54.5757166667,;-1.2371283333,;80;;;;
54.5756883333,;-1.23714,;80;;;;
54.57566,;-1.23715,;80;;;;
54.575635,;-1.2371516667,;80;;;;
54.5756133333,;-1.2371516667,;80;;;;
54.5755916667,;-1.23715,;80;;;;
54.57557,;-1.2371466667,;80;;;;
54.5755433333,;-1.2371516667,;80;;;;
54.5755216667,;-1.23715,;80;;;;
54.5755016667,;-1.2371416667,;80;;;;
54.5754833333,;-1.2371366667,;80;;;;
54.5754616667,;-1.2371383333,;80;;;;
54.5754366667,;-1.2371416667,;80;;;;
54.5754116667,;-1.2371533333,;80;;;;
54.5753866667,;-1.2371633333,;80;;;;
54.5753616667,;-1.2371716667,;80;;;;
54.575335,;-1.2371833333,;80;;;;
54.575315,;-1.237195,;80;;;;
54.575295,;-1.2372033333,;80;;;;
54.5752733333,;-1.2372133333,;80;;;;
54.5752516667,;-1.2372166667,;80;;;;
54.5752333333,;-1.2372216667,;80;;;;
54.575215,;-1.2372233333,;80;;;;
54.575195,;-1.2372283333,;80;;;;
54.5751783333,;-1.2372316667,;80;;;;
54.57516,;-1.23723,;80;;;;
54.575145,;-1.2372316667,;80;;;;
54.57513,;-1.237235,;80;;;;
54.5751133333,;-1.237235,;80;;;;
54.5751,;-1.237245,;80;;;;
54.575075,;-1.23728,;80;;;;
54.5750616667,;-1.23729,;80;;;;
54.57506,;-1.23729,;80;;;;
54.5750516667,;-1.2373,;80;;;;
54.575055,;-1.2373116667,;80;;;;
54.5750583333,;-1.2373016667,;80;;;;
54.5750616667,;-1.2373,;80;;;;
54.5750633333,;-1.2373,;80;;;;
54.5750683333,;-1.2372933333,;80;;;;
54.575075,;-1.2372883333,;80;;;;
54.57509,;-1.2372883333,;80;;;;
54.5750983333,;-1.237285,;80;;;;
54.5751066667,;-1.237275,;80;;;;
54.5751166667,;-1.2372683333,;80;;;;
54.57513,;-1.2372666667,;80;;;;
54.5751383333,;-1.237265,;80;;;;
54.5751416667,;-1.237265,;80;;;;
54.57515,;-1.2372566667,;80;;;;
54.57516,;-1.237255,;80;;;;
54.5751683333,;-1.237245,;80;;;;
54.5751783333,;-1.237235,;80;;;;
54.575205,;-1.2372466667,;80;;;;
54.5752316667,;-1.2372533333,;80;;;;
54.5752566667,;-1.237255,;80;;;;
54.5752783333,;-1.2372533333,;80;;;;
54.5752983333,;-1.2372566667,;80;;;;
54.575315,;-1.2372666667,;80;;;;
54.57533,;-1.2372683333,;80;;;;
54.5753383333,;-1.2372716667,;80;;;;
54.5753366667,;-1.237265,;80;;;;
54.5753416667,;-1.2372716667,;80;;;;
54.5753483333,;-1.2372833333,;80;;;;
54.5753566667,;-1.2373016667,;80;;;;
54.57536,;-1.2373233333,;80;;;;
54.575365,;-1.237345,;80;;;;
54.5753716667,;-1.2373616667,;80;;;;
54.5753766667,;-1.2373766667,;80;;;;
54.5753833333,;-1.2373916667,;80;;;;
54.57539,;-1.2374066667,;80;;;;
54.575395,;-1.2374333333,;80;;;;
54.5754033333,;-1.2374666667,;80;;;;
54.575405,;-1.2374916667,;80;;;;
54.5754116667,;-1.2375166667,;80;;;;
54.5754266667,;-1.2375516667,;80;;;;
54.5754283333,;-1.2375783333,;80;;;;
54.5754366667,;-1.2376083333,;80;;;;
54.5754466667,;-1.237625,;80;;;;
54.5754583333,;-1.2376366667,;80;;;;
54.575465,;-1.237655,;80;;;;
54.5754683333,;-1.237675,;80;;;;
54.575475,;-1.2376966667,;80;;;;
54.5754833333,;-1.2377216667,;80;;;;
54.5754783333,;-1.237745,;80;;;;
54.575475,;-1.2377716667,;80;;;;
54.5754716667,;-1.2378016667,;80;;;;
54.5754633333,;-1.2378383333,;80;;;;
54.5754566667,;-1.2378683333,;80;;;;
54.57546,;-1.2379116667,;80;;;;
54.5754633333,;-1.2379466667,;80;;;;
54.5754583333,;-1.2379633333,;80;;;;
54.5754633333,;-1.23799,;80;;;;
54.5754633333,;-1.2380283333,;80;;;;
54.5754616667,;-1.2380466667,;80;;;;
54.5754616667,;-1.238065,;80;;;;
54.575455,;-1.23808,;80;;;;
54.5754483333,;-1.2380933333,;80;;;;
54.5754383333,;-1.2381133333,;80;;;;
54.5754166667,;-1.2381333333,;80;;;;
54.5753916667,;-1.2381583333,;80;;;;
54.57538,;-1.2381783333,;80;;;;
54.5753733333,;-1.2382083333,;80;;;;
54.5753733333,;-1.2382533333,;80;;;;
54.5753783333,;-1.2382816667,;80;;;;
54.5753733333,;-1.23829,;80;;;;
54.5753716667,;-1.2383033333,;80;;;;
54.5753716667,;-1.2383083333,;80;;;;
54.5753766667,;-1.2383133333,;80;;;;
54.575375,;-1.238325,;80;;;;
54.57538,;-1.2383383333,;80;;;;
54.5753783333,;-1.2383466667,;80;;;;
54.5753783333,;-1.2383583333,;80;;;;
54.5753766667,;-1.2383733333,;80;;;;
54.57538,;-1.2383866667,;80;;;;
54.5753883333,;-1.2384033333,;80;;;;
54.5754,;-1.23842,;80;;;;
54.57542,;-1.23842,;80;;;;
54.575435,;-1.2384366667,;80;;;;
54.5754433333,;-1.2384533333,;80;;;;
54.5754583333,;-1.2384666667,;80;;;;
54.5754683333,;-1.2384916667,;80;;;;
54.5754733333,;-1.238515,;80;;;;
54.5754533333,;-1.2385516667,;80;;;;
54.57545,;-1.2385783333,;80;;;;
54.5754283333,;-1.2386116667,;80;;;;
54.5754083333,;-1.2386316667,;80;;;;
54.5753966667,;-1.2386533333,;80;;;;
54.57539,;-1.2386766667,;80;;;;
54.57537,;-1.2387033333,;80;;;;
54.5753633333,;-1.2387266667,;80;;;;
54.575355,;-1.238755,;80;;;;
54.575345,;-1.2387733333,;80;;;;
54.5753333333,;-1.23878,;80;;;;
54.575325,;-1.2387933333,;80;;;;
54.5753516667,;-1.2388366667,;80;;;;
54.5753666667,;-1.23887,;80;;;;
54.5753683333,;-1.2388883333,;80;;;;
54.5753783333,;-1.2389116667,;80;;;;
54.575385,;-1.2389333333,;80;;;;
54.5754033333,;-1.238955,;80;;;;
54.57541,;-1.2389683333,;80;;;;
54.5754166667,;-1.2389816667,;80;;;;
54.575425,;-1.2389966667,;80;;;;
54.5754233333,;-1.239005,;80;;;;
54.57543,;-1.2390183333,;80;;;;
54.5754233333,;-1.2390333333,;80;;;;
54.575425,;-1.2390433333,;80;;;;
54.5754183333,;-1.2390583333,;80;;;;
54.5754116667,;-1.2390716667,;80;;;;
54.5754016667,;-1.2390866667,;80;;;;
54.5754,;-1.2390983333,;80;;;;
54.5753933333,;-1.2391083333,;80;;;;
54.575365,;-1.2391333333,;80;;;;
54.57535,;-1.2391566667,;80;;;;
54.5753316667,;-1.239185,;80;;;;
54.5753116667,;-1.2392083333,;80;;;;
54.5752933333,;-1.2392316667,;80;;;;
54.5752616667,;-1.2392566667,;80;;;;
54.575255,;-1.2392783333,;80;;;;
54.5752416667,;-1.2392983333,;80;;;;
54.5752316667,;-1.23931,;80;;;;
54.5752,;-1.2393333333,;80;;;;
54.57519,;-1.239345,;80;;;;
54.57518,;-1.2393566667,;80;;;;
54.575175,;-1.23937,;80;;;;
54.57518,;-1.2393816667,;80;;;;
54.5751633333,;-1.2393983333,;80;;;;
54.57514,;-1.2394133333,;80;;;;
54.5751116667,;-1.2394333333,;80;;;;
54.5750916667,;-1.2394566667,;80;;;;
54.57507,;-1.2394966667,;80;;;;
54.57502,;-1.2395383333,;80;;;;
54.5749983333,;-1.2395566667,;80;;;;
54.5749733333,;-1.23955,;80;;;;
54.5749466667,;-1.239545,;80;;;;
54.5749216667,;-1.2395483333,;80;;;;
54.5748416667,;-1.2395966667,;80;;;;
54.5748033333,;-1.2395983333,;80;;;;
54.5747683333,;-1.2396066667,;80;;;;
54.5747383333,;-1.2396116667,;80;;;;
54.57472,;-1.2396166667,;80;;;;
54.5747016667,;-1.2396133333,;80;;;;
54.5746883333,;-1.2396216667,;80;;;;
54.5746783333,;-1.2396233333,;80;;;;
54.5746666667,;-1.2396333333,;80;;;;
54.5746583333,;-1.2396366667,;80;;;;
54.5746516667,;-1.2396333333,;80;;;;
54.574645,;-1.2396316667,;80;;;;
54.57463,;-1.2396316667,;80;;;;
54.5746133333,;-1.2396283333,;80;;;;
54.5745983333,;-1.2396266667,;80;;;;
54.5745833333,;-1.239625,;80;;;;
54.5745666667,;-1.2396266667,;80;;;;
54.5745483333,;-1.2396266667,;80;;;;
54.5745233333,;-1.2396333333,;80;;;;
54.5745033333,;-1.2396383333,;80;;;;
54.57448,;-1.2396433333,;80;;;;
54.5744533333,;-1.2396466667,;80;;;;
54.5744283333,;-1.2396533333,;80;;;;
54.5744033333,;-1.23966,;80;;;;
54.57438,;-1.239665,;80;;;;
54.5743566667,;-1.23967,;80;;;;
54.574335,;-1.23968,;80;;;;
54.574315,;-1.23969,;80;;;;
54.5742966667,;-1.2397033333,;80;;;;
54.57428,;-1.23972,;80;;;;
54.5742633333,;-1.239735,;80;;;;
54.5742533333,;-1.2397466667,;80;;;;
54.5742383333,;-1.23976,;80;;;;
54.5742216667,;-1.2397733333,;80;;;;
54.5742033333,;-1.23978,;80;;;;
54.574185,;-1.2397866667,;80;;;;
54.5741666667,;-1.239785,;80;;;;
54.57415,;-1.23979,;80;;;;
54.5741316667,;-1.23979,;80;;;;
54.5741133333,;-1.2397933333,;80;;;;
54.574095,;-1.2397966667,;80;;;;
54.5740766667,;-1.2398,;80;;;;
54.57406,;-1.2398066667,;80;;;;
54.5740416667,;-1.2398166667,;80;;;;
54.574025,;-1.2398233333,;80;;;;
54.573985,;-1.2398983333,;80;;;;
54.5739683333,;-1.239895,;80;;;;
54.5739566667,;-1.2398716667,;80;;;;
54.57395,;-1.2398466667,;80;;;;
54.573945,;-1.2398116667,;80;;;;
54.5739383333,;-1.2397783333,;80;;;;
54.57393,;-1.239745,;80;;;;
54.5739216667,;-1.2397116667,;80;;;;
54.5739166667,;-1.2396783333,;80;;;;
54.573905,;-1.2396433333,;80;;;;
54.57389,;-1.2396066667,;80;;;;
54.573875,;-1.239565,;80;;;;
54.5738566667,;-1.239535,;80;;;;
54.5738416667,;-1.2395233333,;80;;;;
54.5738266667,;-1.2395166667,;80;;;;
54.5738083333,;-1.23951,;80;;;;
54.57379,;-1.2395,;80;;;;
54.57377,;-1.2394983333,;80;;;;
54.5737466667,;-1.2395033333,;80;;;;
54.5737233333,;-1.2395083333,;80;;;;
54.5736983333,;-1.2395116667,;80;;;;
54.5736716667,;-1.2395166667,;80;;;;
54.5736466667,;-1.2395183333,;80;;;;
54.57362,;-1.2395233333,;80;;;;
54.573595,;-1.239525,;80;;;;
54.5735666667,;-1.2395183333,;80;;;;
54.573545,;-1.2394966667,;80;;;;
54.5735266667,;-1.2394666667,;80;;;;
54.573515,;-1.2394283333,;80;;;;
54.5735083333,;-1.2393883333,;80;;;;
54.573505,;-1.2393466667,;80;;;;
54.5735,;-1.2393066667,;80;;;;
54.5734933333,;-1.2392633333,;80;;;;
54.57349,;-1.2392183333,;80;;;;
54.573485,;-1.2391733333,;80;;;;
54.57348,;-1.2391283333,;80;;;;
54.573475,;-1.2390883333,;80;;;;
54.57347,;-1.2390466667,;80;;;;
54.5734633333,;-1.2390016667,;80;;;;
54.5734583333,;-1.2389533333,;80;;;;
54.5734533333,;-1.2389016667,;80;;;;
54.5734516667,;-1.2388516667,;80;;;;
54.5734566667,;-1.23881,;80;;;;
54.5734666667,;-1.2387683333,;80;;;;
54.573475,;-1.2387266667,;80;;;;
54.573485,;-1.238685,;80;;;;
54.5734983333,;-1.2386416667,;80;;;;
54.5735133333,;-1.2385983333,;80;;;;
54.57353,;-1.238555,;80;;;;
54.5735483333,;-1.23852,;80;;;;
54.5735666667,;-1.2384883333,;80;;;;
54.5735833333,;-1.238455,;80;;;;
54.5736016667,;-1.2384233333,;80;;;;
54.57362,;-1.23839,;80;;;;
54.5736433333,;-1.2383633333,;80;;;;
54.57367,;-1.238345,;80;;;;
54.5736983333,;-1.2383266667,;80;;;;
54.5737266667,;-1.2383083333,;80;;;;
54.5737533333,;-1.238295,;80;;;;
54.57378,;-1.23828,;80;;;;
54.5738083333,;-1.2382633333,;80;;;;
54.5738366667,;-1.2382533333,;80;;;;
54.573865,;-1.238245,;80;;;;
54.5738933333,;-1.2382383333,;80;;;;
54.5739216667,;-1.23823,;80;;;;
54.57395,;-1.23822,;80;;;;
54.57398,;-1.2382116667,;80;;;;
54.5740083333,;-1.2382133333,;80;;;;
54.574035,;-1.238225,;80;;;;
54.5740566667,;-1.2382466667,;80;;;;
54.5740766667,;-1.23827,;80;;;;
54.5740933333,;-1.2382883333,;80;;;;
54.5741066667,;-1.2383083333,;80;;;;
54.5741183333,;-1.2383266667,;80;;;;
54.57413,;-1.2383466667,;80;;;;
54.5741366667,;-1.2383683333,;80;;;;
54.5741416667,;-1.2383933333,;80;;;;
54.5741466667,;-1.2384233333,;80;;;;
54.5741416667,;-1.2384516667,;80;;;;
54.5741366667,;-1.2384766667,;80;;;;
54.5741316667,;-1.238505,;80;;;;
54.574135,;-1.2385383333,;80;;;;
54.5741416667,;-1.2385766667,;80;;;;
54.57415,;-1.2386183333,;80;;;;
54.5741616667,;-1.23866,;80;;;;
54.5741633333,;-1.2387033333,;80;;;;
54.5741583333,;-1.23874,;80;;;;
54.57414,;-1.2387633333,;80;;;;
54.5741216667,;-1.2387783333,;80;;;;
54.5740983333,;-1.2387866667,;80;;;;
54.57408,;-1.238795,;80;;;;
54.5740633333,;-1.2388033333,;80;;;;
54.5740466667,;-1.2388183333,;80;;;;
54.57403,;-1.2388333333,;80;;;;
54.5740133333,;-1.2388533333,;80;;;;
54.574;-1.2388866667,;80;;;;
54.5739866667,;-1.238915,;80;;;;
54.5739766667,;-1.2389466667,;80;;;;
54.5739666667,;-1.2389816667,;80;;;;
54.5739583333,;-1.2390133333,;80;;;;
54.5739483333,;-1.2390433333,;80;;;;
54.573935,;-1.23908,;80;;;;
54.573925,;-1.239115,;80;;;;
54.5739133333,;-1.2391433333,;80;;;;
54.5739016667,;-1.23917,;80;;;;
54.5738933333,;-1.2392033333,;80;;;;
54.5738833333,;-1.23923,;80;;;;
54.573875,;-1.2392566667,;80;;;;
54.57387,;-1.2392983333,;80;;;;
54.5738666667,;-1.23934,;80;;;;
54.573865,;-1.2393833333,;80;;;;
54.5738666667,;-1.2394333333,;80;;;;
54.573875,;-1.2394766667,;80;;;;
54.57388,;-1.23952,;80;;;;
54.57388,;-1.23956,;80;;;;
54.5738716667,;-1.2395983333,;80;;;;
54.573855,;-1.2396283333,;80;;;;
54.573835,;-1.23965,;80;;;;
54.5738183333,;-1.239665,;80;;;;
54.5738016667,;-1.2396766667,;80;;;;
54.5737833333,;-1.23969,;80;;;;
54.5737633333,;-1.2396983333,;80;;;;
54.5737416667,;-1.2397033333,;80;;;;
54.57372,;-1.2397116667,;80;;;;
54.5737016667,;-1.2397216667,;80;;;;
54.573685,;-1.2397333333,;80;;;;
54.5736666667,;-1.2397433333,;80;;;;
54.57365,;-1.2397533333,;80;;;;
54.5736333333,;-1.2397633333,;80;;;;
54.573615,;-1.23977,;80;;;;
54.573595,;-1.2397716667,;80;;;;
54.573575,;-1.239765,;80;;;;
54.5735633333,;-1.2397783333,;80;;;;
54.573545,;-1.2398166667,;80;;;;
54.573525,;-1.2398416667,;80;;;;
54.5735083333,;-1.2398566667,;80;;;;
54.5734816667,;-1.2398733333,;80;;;;
54.57345,;-1.2398816667,;80;;;;
54.573415,;-1.2398916667,;80;;;;
54.573395,;-1.2398866667,;80;;;;
54.5733666667,;-1.239875,;80;;;;
54.5733533333,;-1.23986,;80;;;;
54.573335,;-1.2398416667,;80;;;;
54.5733166667,;-1.23985,;80;;;;
54.573295,;-1.2398583333,;80;;;;
54.5732766667,;-1.2398616667,;80;;;;
54.5732416667,;-1.23988,;80;;;;
54.5732216667,;-1.2398583333,;80;;;;
54.5732033333,;-1.23983,;80;;;;
54.5731816667,;-1.239805,;80;;;;
54.5731616667,;-1.239785,;80;;;;
54.5731433333,;-1.23976,;80;;;;
54.5731266667,;-1.239735,;80;;;;
54.5731066667,;-1.2397183333,;80;;;;
54.5730916667,;-1.2397266667,;80;;;;
54.5730733333,;-1.2397383333,;80;;;;
54.5730516667,;-1.2397466667,;80;;;;
54.57303,;-1.2397566667,;80;;;;
54.57301,;-1.2397616667,;80;;;;
54.5729883333,;-1.2397666667,;80;;;;
54.5729666667,;-1.23977,;80;;;;
54.5729433333,;-1.239765,;80;;;;
54.5729183333,;-1.23976,;80;;;;
54.5728916667,;-1.2397566667,;80;;;;
54.5728666667,;-1.2397616667,;80;;;;
54.57284,;-1.23977,;80;;;;
54.572815,;-1.2397783333,;80;;;;
54.57279,;-1.2397833333,;80;;;;
54.5727666667,;-1.23979,;80;;;;
54.5727433333,;-1.2397983333,;80;;;;
54.572715,;-1.239805,;80;;;;
54.572685,;-1.2398116667,;80;;;;
54.572655,;-1.2398183333,;80;;;;
54.5726233333,;-1.239825,;80;;;;
54.5725966667,;-1.23984,;80;;;;
54.5725683333,;-1.2398566667,;80;;;;
54.5725416667,;-1.23987,;80;;;;
54.572515,;-1.2398816667,;80;;;;
54.5724866667,;-1.2398933333,;80;;;;
54.57246,;-1.2399083333,;80;;;;
54.5724333333,;-1.2399216667,;80;;;;
54.5724083333,;-1.239935,;80;;;;
54.572385,;-1.2399483333,;80;;;;
54.5723583333,;-1.2399583333,;80;;;;
54.5723333333,;-1.2399666667,;80;;;;
54.57231,;-1.2399783333,;80;;;;
54.5722883333,;-1.2399916667,;80;;;;
54.5722633333,;-1.2400033333,;80;;;;
54.57224,;-1.2400133333,;80;;;;
54.572215,;-1.24002,;80;;;;
54.5721883333,;-1.2400283333,;80;;;;
54.5721633333,;-1.2400433333,;80;;;;
54.5721416667,;-1.2400633333,;80;;;;
54.57212,;-1.2400833333,;80;;;;
54.5720966667,;-1.2401016667,;80;;;;
54.5720766667,;-1.2401233333,;80;;;;
54.5720566667,;-1.2401483333,;80;;;;
54.5720366667,;-1.2401666667,;80;;;;
54.5720133333,;-1.2401816667,;80;;;;
54.5719883333,;-1.2401983333,;80;;;;
54.5719633333,;-1.2402116667,;80;;;;
54.5719366667,;-1.2402216667,;80;;;;
54.5719066667,;-1.2402316667,;80;;;;
54.5718783333,;-1.2402466667,;80;;;;
54.5718516667,;-1.2402633333,;80;;;;
54.571825,;-1.24028,;80;;;;
54.5717966667,;-1.2402916667,;80;;;;
54.5717666667,;-1.2403033333,;80;;;;
54.5717383333,;-1.2403116667,;80;;;;
54.5717066667,;-1.24032,;80;;;;
54.5716816667,;-1.2403316667,;80;;;;
54.5716533333,;-1.2403433333,;80;;;;
54.57162,;-1.2403583333,;80;;;;
54.57159,;-1.2403683333,;80;;;;
54.5715616667,;-1.24038,;80;;;;
54.5715316667,;-1.2403883333,;80;;;;
54.5715033333,;-1.2404,;80;;;;
54.571475,;-1.2404133333,;80;;;;
54.5714483333,;-1.2404233333,;80;;;;
54.57142,;-1.2404366667,;80;;;;
54.5713916667,;-1.24045,;80;;;;
54.5713666667,;-1.2404666667,;80;;;;
54.5713466667,;-1.2404816667,;80;;;;
